event_type,t_start,t_end,metric,value,severity
anomaly,4892,4894,S(t),4.823477,medium
anomaly,4987,4989,S(t),4.415647,medium
anomaly,4991,4994,S(t),5.249796,medium
anomaly,4992,4994,S(t),4.823477,medium
harmonic_emergence,10,103,S(t),1,low
harmonic_emergence,20,113,S(t),1,low
harmonic_emergence,30,123,S(t),1,low
harmonic_emergence,40,133,S(t),2,medium
harmonic_emergence,80,173,S(t),1,low
harmonic_emergence,90,183,S(t),1,low
harmonic_emergence,100,193,S(t),2,medium
harmonic_emergence,110,203,S(t),1,low
harmonic_emergence,120,213,S(t),1,low
harmonic_emergence,130,223,S(t),1,low
harmonic_emergence,140,233,S(t),2,medium
harmonic_emergence,180,273,S(t),1,low
harmonic_emergence,190,283,S(t),1,low
harmonic_emergence,200,293,S(t),2,medium
harmonic_emergence,210,303,S(t),1,low
harmonic_emergence,220,313,S(t),1,low
harmonic_emergence,230,323,S(t),1,low
harmonic_emergence,240,333,S(t),2,medium
harmonic_emergence,280,373,S(t),1,low
harmonic_emergence,290,383,S(t),1,low
harmonic_emergence,300,393,S(t),2,medium
harmonic_emergence,310,403,S(t),1,low
harmonic_emergence,320,413,S(t),1,low
harmonic_emergence,330,423,S(t),1,low
harmonic_emergence,340,433,S(t),2,medium
harmonic_emergence,380,473,S(t),1,low
harmonic_emergence,390,483,S(t),1,low
harmonic_emergence,400,493,S(t),2,medium
harmonic_emergence,410,503,S(t),1,low
harmonic_emergence,420,513,S(t),1,low
harmonic_emergence,430,523,S(t),1,low
harmonic_emergence,440,533,S(t),2,medium
harmonic_emergence,480,573,S(t),1,low
harmonic_emergence,490,583,S(t),1,low
harmonic_emergence,500,593,S(t),2,medium
harmonic_emergence,510,603,S(t),1,low
harmonic_emergence,520,613,S(t),1,low
harmonic_emergence,530,623,S(t),1,low
harmonic_emergence,540,633,S(t),2,medium
harmonic_emergence,580,673,S(t),1,low
harmonic_emergence,590,683,S(t),1,low
harmonic_emergence,600,693,S(t),2,medium
harmonic_emergence,610,703,S(t),1,low
harmonic_emergence,620,713,S(t),1,low
harmonic_emergence,630,723,S(t),1,low
harmonic_emergence,640,733,S(t),2,medium
harmonic_emergence,680,773,S(t),1,low
harmonic_emergence,690,783,S(t),1,low
harmonic_emergence,700,793,S(t),2,medium
harmonic_emergence,710,803,S(t),1,low
harmonic_emergence,720,813,S(t),1,low
harmonic_emergence,730,823,S(t),1,low
harmonic_emergence,740,833,S(t),2,medium
harmonic_emergence,780,873,S(t),1,low
harmonic_emergence,790,883,S(t),1,low
harmonic_emergence,800,893,S(t),2,medium
harmonic_emergence,810,903,S(t),1,low
harmonic_emergence,820,913,S(t),1,low
harmonic_emergence,830,923,S(t),1,low
harmonic_emergence,840,933,S(t),2,medium
harmonic_emergence,880,973,S(t),1,low
harmonic_emergence,890,983,S(t),1,low
harmonic_emergence,900,993,S(t),2,medium
harmonic_emergence,910,1003,S(t),1,low
harmonic_emergence,920,1013,S(t),1,low
harmonic_emergence,930,1023,S(t),1,low
harmonic_emergence,940,1033,S(t),2,medium
harmonic_emergence,980,1073,S(t),1,low
harmonic_emergence,990,1083,S(t),1,low
harmonic_emergence,1000,1093,S(t),2,medium
harmonic_emergence,1010,1103,S(t),1,low
harmonic_emergence,1020,1113,S(t),1,low
harmonic_emergence,1030,1123,S(t),1,low
harmonic_emergence,1040,1133,S(t),2,medium
harmonic_emergence,1080,1173,S(t),1,low
harmonic_emergence,1090,1183,S(t),1,low
harmonic_emergence,1100,1193,S(t),2,medium
harmonic_emergence,1110,1203,S(t),1,low
harmonic_emergence,1120,1213,S(t),1,low
harmonic_emergence,1130,1223,S(t),1,low
harmonic_emergence,1140,1233,S(t),2,medium
harmonic_emergence,1180,1273,S(t),1,low
harmonic_emergence,1190,1283,S(t),1,low
harmonic_emergence,1200,1293,S(t),2,medium
harmonic_emergence,1210,1303,S(t),1,low
harmonic_emergence,1220,1313,S(t),1,low
harmonic_emergence,1230,1323,S(t),1,low
harmonic_emergence,1240,1333,S(t),2,medium
harmonic_emergence,1280,1373,S(t),1,low
harmonic_emergence,1290,1383,S(t),1,low
harmonic_emergence,1300,1393,S(t),2,medium
harmonic_emergence,1310,1403,S(t),1,low
harmonic_emergence,1320,1413,S(t),1,low
harmonic_emergence,1330,1423,S(t),1,low
harmonic_emergence,1340,1433,S(t),2,medium
harmonic_emergence,1380,1473,S(t),1,low
harmonic_emergence,1390,1483,S(t),1,low
harmonic_emergence,1400,1493,S(t),2,medium
harmonic_emergence,1410,1503,S(t),1,low
harmonic_emergence,1420,1513,S(t),1,low
harmonic_emergence,1430,1523,S(t),1,low
harmonic_emergence,1440,1533,S(t),2,medium
harmonic_emergence,1480,1573,S(t),1,low
harmonic_emergence,1490,1583,S(t),1,low
harmonic_emergence,1500,1593,S(t),2,medium
harmonic_emergence,1510,1603,S(t),1,low
harmonic_emergence,1520,1613,S(t),1,low
harmonic_emergence,1530,1623,S(t),1,low
harmonic_emergence,1540,1633,S(t),2,medium
harmonic_emergence,1580,1673,S(t),1,low
harmonic_emergence,1590,1683,S(t),1,low
harmonic_emergence,1600,1693,S(t),2,medium
harmonic_emergence,1610,1703,S(t),1,low
harmonic_emergence,1620,1713,S(t),1,low
harmonic_emergence,1630,1723,S(t),1,low
harmonic_emergence,1640,1733,S(t),2,medium
harmonic_emergence,1680,1773,S(t),1,low
harmonic_emergence,1690,1783,S(t),1,low
harmonic_emergence,1700,1793,S(t),2,medium
harmonic_emergence,1710,1803,S(t),1,low
harmonic_emergence,1720,1813,S(t),1,low
harmonic_emergence,1730,1823,S(t),1,low
harmonic_emergence,1740,1833,S(t),2,medium
harmonic_emergence,1780,1873,S(t),1,low
harmonic_emergence,1790,1883,S(t),1,low
harmonic_emergence,1800,1893,S(t),2,medium
harmonic_emergence,1810,1903,S(t),1,low
harmonic_emergence,1820,1913,S(t),1,low
harmonic_emergence,1830,1923,S(t),1,low
harmonic_emergence,1840,1933,S(t),2,medium
harmonic_emergence,1880,1973,S(t),1,low
harmonic_emergence,1890,1983,S(t),1,low
harmonic_emergence,1900,1993,S(t),2,medium
harmonic_emergence,1910,2003,S(t),1,low
harmonic_emergence,1920,2013,S(t),1,low
harmonic_emergence,1930,2023,S(t),1,low
harmonic_emergence,1940,2033,S(t),2,medium
harmonic_emergence,1980,2073,S(t),1,low
harmonic_emergence,1990,2083,S(t),1,low
harmonic_emergence,2000,2093,S(t),2,medium
harmonic_emergence,2010,2103,S(t),1,low
harmonic_emergence,2020,2113,S(t),1,low
harmonic_emergence,2030,2123,S(t),1,low
harmonic_emergence,2040,2133,S(t),2,medium
harmonic_emergence,2080,2173,S(t),1,low
harmonic_emergence,2090,2183,S(t),1,low
harmonic_emergence,2100,2193,S(t),2,medium
harmonic_emergence,2110,2203,S(t),1,low
harmonic_emergence,2120,2213,S(t),1,low
harmonic_emergence,2130,2223,S(t),1,low
harmonic_emergence,2140,2233,S(t),2,medium
harmonic_emergence,2180,2273,S(t),1,low
harmonic_emergence,2190,2283,S(t),1,low
harmonic_emergence,2200,2293,S(t),2,medium
harmonic_emergence,2210,2303,S(t),1,low
harmonic_emergence,2220,2313,S(t),1,low
harmonic_emergence,2230,2323,S(t),1,low
harmonic_emergence,2240,2333,S(t),2,medium
harmonic_emergence,2280,2373,S(t),1,low
harmonic_emergence,2290,2383,S(t),1,low
harmonic_emergence,2300,2393,S(t),2,medium
harmonic_emergence,2310,2403,S(t),1,low
harmonic_emergence,2320,2413,S(t),1,low
harmonic_emergence,2330,2423,S(t),1,low
harmonic_emergence,2340,2433,S(t),2,medium
harmonic_emergence,2380,2473,S(t),1,low
harmonic_emergence,2390,2483,S(t),1,low
harmonic_emergence,2400,2493,S(t),2,medium
harmonic_emergence,2410,2503,S(t),1,low
harmonic_emergence,2420,2513,S(t),1,low
harmonic_emergence,2430,2523,S(t),1,low
harmonic_emergence,2440,2533,S(t),2,medium
harmonic_emergence,2480,2573,S(t),1,low
harmonic_emergence,2490,2583,S(t),1,low
harmonic_emergence,2500,2593,S(t),2,medium
harmonic_emergence,2510,2603,S(t),1,low
harmonic_emergence,2520,2613,S(t),1,low
harmonic_emergence,2530,2623,S(t),1,low
harmonic_emergence,2540,2633,S(t),2,medium
harmonic_emergence,2580,2673,S(t),1,low
harmonic_emergence,2590,2683,S(t),1,low
harmonic_emergence,2600,2693,S(t),2,medium
harmonic_emergence,2610,2703,S(t),1,low
harmonic_emergence,2620,2713,S(t),1,low
harmonic_emergence,2630,2723,S(t),1,low
harmonic_emergence,2640,2733,S(t),2,medium
harmonic_emergence,2680,2773,S(t),1,low
harmonic_emergence,2690,2783,S(t),1,low
harmonic_emergence,2700,2793,S(t),2,medium
harmonic_emergence,2710,2803,S(t),1,low
harmonic_emergence,2720,2813,S(t),1,low
harmonic_emergence,2730,2823,S(t),1,low
harmonic_emergence,2740,2833,S(t),2,medium
harmonic_emergence,2780,2873,S(t),1,low
harmonic_emergence,2790,2883,S(t),1,low
harmonic_emergence,2800,2893,S(t),2,medium
harmonic_emergence,2810,2903,S(t),1,low
harmonic_emergence,2820,2913,S(t),1,low
harmonic_emergence,2830,2923,S(t),1,low
harmonic_emergence,2840,2933,S(t),2,medium
harmonic_emergence,2880,2973,S(t),1,low
harmonic_emergence,2890,2983,S(t),1,low
harmonic_emergence,2900,2993,S(t),2,medium
harmonic_emergence,2910,3003,S(t),1,low
harmonic_emergence,2920,3013,S(t),1,low
harmonic_emergence,2930,3023,S(t),1,low
harmonic_emergence,2940,3033,S(t),2,medium
harmonic_emergence,2980,3073,S(t),1,low
harmonic_emergence,2990,3083,S(t),1,low
harmonic_emergence,3000,3093,S(t),2,medium
harmonic_emergence,3010,3103,S(t),1,low
harmonic_emergence,3020,3113,S(t),1,low
harmonic_emergence,3030,3123,S(t),1,low
harmonic_emergence,3040,3133,S(t),2,medium
harmonic_emergence,3080,3173,S(t),1,low
harmonic_emergence,3090,3183,S(t),1,low
harmonic_emergence,3100,3193,S(t),2,medium
harmonic_emergence,3110,3203,S(t),1,low
harmonic_emergence,3120,3213,S(t),1,low
harmonic_emergence,3130,3223,S(t),1,low
harmonic_emergence,3140,3233,S(t),2,medium
harmonic_emergence,3180,3273,S(t),1,low
harmonic_emergence,3190,3283,S(t),1,low
harmonic_emergence,3200,3293,S(t),2,medium
harmonic_emergence,3210,3303,S(t),1,low
harmonic_emergence,3220,3313,S(t),1,low
harmonic_emergence,3230,3323,S(t),1,low
harmonic_emergence,3240,3333,S(t),2,medium
harmonic_emergence,3280,3373,S(t),1,low
harmonic_emergence,3290,3383,S(t),1,low
harmonic_emergence,3300,3393,S(t),2,medium
harmonic_emergence,3310,3403,S(t),1,low
harmonic_emergence,3320,3413,S(t),1,low
harmonic_emergence,3330,3423,S(t),1,low
harmonic_emergence,3340,3433,S(t),2,medium
harmonic_emergence,3380,3473,S(t),1,low
harmonic_emergence,3390,3483,S(t),1,low
harmonic_emergence,3400,3493,S(t),2,medium
harmonic_emergence,3410,3503,S(t),1,low
harmonic_emergence,3420,3513,S(t),1,low
harmonic_emergence,3430,3523,S(t),1,low
harmonic_emergence,3440,3533,S(t),2,medium
harmonic_emergence,3480,3573,S(t),1,low
harmonic_emergence,3490,3583,S(t),1,low
harmonic_emergence,3500,3593,S(t),2,medium
harmonic_emergence,3510,3603,S(t),1,low
harmonic_emergence,3520,3613,S(t),1,low
harmonic_emergence,3530,3623,S(t),1,low
harmonic_emergence,3540,3633,S(t),2,medium
harmonic_emergence,3580,3673,S(t),1,low
harmonic_emergence,3590,3683,S(t),1,low
harmonic_emergence,3600,3693,S(t),2,medium
harmonic_emergence,3610,3703,S(t),1,low
harmonic_emergence,3620,3713,S(t),1,low
harmonic_emergence,3630,3723,S(t),1,low
harmonic_emergence,3640,3733,S(t),2,medium
harmonic_emergence,3680,3773,S(t),1,low
harmonic_emergence,3690,3783,S(t),1,low
harmonic_emergence,3700,3793,S(t),2,medium
harmonic_emergence,3710,3803,S(t),1,low
harmonic_emergence,3720,3813,S(t),1,low
harmonic_emergence,3730,3823,S(t),1,low
harmonic_emergence,3740,3833,S(t),2,medium
harmonic_emergence,3780,3873,S(t),1,low
harmonic_emergence,3790,3883,S(t),1,low
harmonic_emergence,3800,3893,S(t),2,medium
harmonic_emergence,3810,3903,S(t),1,low
harmonic_emergence,3820,3913,S(t),1,low
harmonic_emergence,3830,3923,S(t),1,low
harmonic_emergence,3840,3933,S(t),2,medium
harmonic_emergence,3880,3973,S(t),1,low
harmonic_emergence,3890,3983,S(t),1,low
harmonic_emergence,3900,3993,S(t),2,medium
harmonic_emergence,3910,4003,S(t),1,low
harmonic_emergence,3920,4013,S(t),1,low
harmonic_emergence,3930,4023,S(t),1,low
harmonic_emergence,3940,4033,S(t),2,medium
harmonic_emergence,3980,4073,S(t),1,low
harmonic_emergence,3990,4083,S(t),1,low
harmonic_emergence,4000,4093,S(t),2,medium
harmonic_emergence,4010,4103,S(t),1,low
harmonic_emergence,4020,4113,S(t),1,low
harmonic_emergence,4030,4123,S(t),1,low
harmonic_emergence,4040,4133,S(t),2,medium
harmonic_emergence,4080,4173,S(t),1,low
harmonic_emergence,4090,4183,S(t),1,low
harmonic_emergence,4100,4193,S(t),2,medium
harmonic_emergence,4110,4203,S(t),1,low
harmonic_emergence,4120,4213,S(t),1,low
harmonic_emergence,4130,4223,S(t),1,low
harmonic_emergence,4140,4233,S(t),2,medium
harmonic_emergence,4180,4273,S(t),1,low
harmonic_emergence,4190,4283,S(t),1,low
harmonic_emergence,4200,4293,S(t),2,medium
harmonic_emergence,4210,4303,S(t),1,low
harmonic_emergence,4220,4313,S(t),1,low
harmonic_emergence,4230,4323,S(t),1,low
harmonic_emergence,4240,4333,S(t),2,medium
harmonic_emergence,4280,4373,S(t),1,low
harmonic_emergence,4290,4383,S(t),1,low
harmonic_emergence,4300,4393,S(t),2,medium
harmonic_emergence,4310,4403,S(t),1,low
harmonic_emergence,4320,4413,S(t),1,low
harmonic_emergence,4330,4423,S(t),1,low
harmonic_emergence,4340,4433,S(t),2,medium
harmonic_emergence,4380,4473,S(t),1,low
harmonic_emergence,4390,4483,S(t),1,low
harmonic_emergence,4400,4493,S(t),2,medium
harmonic_emergence,4410,4503,S(t),1,low
harmonic_emergence,4420,4513,S(t),1,low
harmonic_emergence,4430,4523,S(t),1,low
harmonic_emergence,4440,4533,S(t),2,medium
harmonic_emergence,4480,4573,S(t),1,low
harmonic_emergence,4490,4583,S(t),1,low
harmonic_emergence,4500,4593,S(t),2,medium
harmonic_emergence,4510,4603,S(t),1,low
harmonic_emergence,4520,4613,S(t),1,low
harmonic_emergence,4530,4623,S(t),1,low
harmonic_emergence,4540,4633,S(t),2,medium
harmonic_emergence,4580,4673,S(t),1,low
harmonic_emergence,4590,4683,S(t),1,low
harmonic_emergence,4600,4693,S(t),2,medium
harmonic_emergence,4610,4703,S(t),1,low
harmonic_emergence,4620,4713,S(t),1,low
harmonic_emergence,4630,4723,S(t),1,low
harmonic_emergence,4640,4733,S(t),2,medium
harmonic_emergence,4680,4773,S(t),1,low
harmonic_emergence,4690,4783,S(t),1,low
harmonic_emergence,4700,4793,S(t),2,medium
harmonic_emergence,4710,4803,S(t),1,low
harmonic_emergence,4720,4813,S(t),1,low
harmonic_emergence,4730,4823,S(t),1,low
harmonic_emergence,4740,4833,S(t),2,medium
harmonic_emergence,4780,4873,S(t),1,low
harmonic_emergence,4790,4883,S(t),1,low
harmonic_emergence,4800,4893,S(t),2,medium
harmonic_emergence,4810,4903,S(t),1,low
harmonic_emergence,4820,4913,S(t),1,low
harmonic_emergence,4830,4923,S(t),1,low
harmonic_emergence,4840,4933,S(t),2,medium
harmonic_emergence,4880,4973,S(t),1,low
harmonic_emergence,4890,4983,S(t),1,low
harmonic_emergence,4900,4993,S(t),2,medium
phase_cycle,1,9,S(t),8,low
phase_cycle,40,63,S(t),23,medium
phase_cycle,99,107,S(t),8,low
phase_cycle,101,109,S(t),8,low
phase_cycle,140,163,S(t),23,medium
phase_cycle,199,207,S(t),8,low
phase_cycle,201,209,S(t),8,low
phase_cycle,240,263,S(t),23,medium
phase_cycle,299,307,S(t),8,low
phase_cycle,301,309,S(t),8,low
phase_cycle,340,363,S(t),23,medium
phase_cycle,399,407,S(t),8,low
phase_cycle,401,409,S(t),8,low
phase_cycle,440,463,S(t),23,medium
phase_cycle,499,507,S(t),8,low
phase_cycle,501,509,S(t),8,low
phase_cycle,540,563,S(t),23,medium
phase_cycle,599,607,S(t),8,low
phase_cycle,601,609,S(t),8,low
phase_cycle,640,663,S(t),23,medium
phase_cycle,699,707,S(t),8,low
phase_cycle,701,709,S(t),8,low
phase_cycle,740,763,S(t),23,medium
phase_cycle,799,807,S(t),8,low
phase_cycle,801,809,S(t),8,low
phase_cycle,840,863,S(t),23,medium
phase_cycle,899,907,S(t),8,low
phase_cycle,901,909,S(t),8,low
phase_cycle,940,963,S(t),23,medium
phase_cycle,999,1007,S(t),8,low
phase_cycle,1001,1009,S(t),8,low
phase_cycle,1040,1063,S(t),23,medium
phase_cycle,1099,1107,S(t),8,low
phase_cycle,1101,1109,S(t),8,low
phase_cycle,1140,1163,S(t),23,medium
phase_cycle,1199,1207,S(t),8,low
phase_cycle,1201,1209,S(t),8,low
phase_cycle,1240,1263,S(t),23,medium
phase_cycle,1299,1307,S(t),8,low
phase_cycle,1301,1309,S(t),8,low
phase_cycle,1340,1363,S(t),23,medium
phase_cycle,1399,1407,S(t),8,low
phase_cycle,1401,1409,S(t),8,low
phase_cycle,1440,1463,S(t),23,medium
phase_cycle,1499,1507,S(t),8,low
phase_cycle,1501,1509,S(t),8,low
phase_cycle,1540,1563,S(t),23,medium
phase_cycle,1599,1607,S(t),8,low
phase_cycle,1601,1609,S(t),8,low
phase_cycle,1640,1663,S(t),23,medium
phase_cycle,1699,1707,S(t),8,low
phase_cycle,1701,1709,S(t),8,low
phase_cycle,1740,1763,S(t),23,medium
phase_cycle,1799,1807,S(t),8,low
phase_cycle,1801,1809,S(t),8,low
phase_cycle,1840,1863,S(t),23,medium
phase_cycle,1899,1907,S(t),8,low
phase_cycle,1901,1909,S(t),8,low
phase_cycle,1940,1963,S(t),23,medium
phase_cycle,1999,2007,S(t),8,low
phase_cycle,2001,2009,S(t),8,low
phase_cycle,2040,2063,S(t),23,medium
phase_cycle,2099,2107,S(t),8,low
phase_cycle,2101,2109,S(t),8,low
phase_cycle,2140,2163,S(t),23,medium
phase_cycle,2199,2207,S(t),8,low
phase_cycle,2201,2209,S(t),8,low
phase_cycle,2240,2263,S(t),23,medium
phase_cycle,2299,2307,S(t),8,low
phase_cycle,2301,2309,S(t),8,low
phase_cycle,2340,2363,S(t),23,medium
phase_cycle,2399,2407,S(t),8,low
phase_cycle,2401,2409,S(t),8,low
phase_cycle,2440,2463,S(t),23,medium
phase_cycle,2499,2507,S(t),8,low
phase_cycle,2501,2509,S(t),8,low
phase_cycle,2540,2563,S(t),23,medium
phase_cycle,2599,2607,S(t),8,low
phase_cycle,2601,2609,S(t),8,low
phase_cycle,2640,2663,S(t),23,medium
phase_cycle,2699,2707,S(t),8,low
phase_cycle,2701,2709,S(t),8,low
phase_cycle,2740,2763,S(t),23,medium
phase_cycle,2799,2807,S(t),8,low
phase_cycle,2801,2809,S(t),8,low
phase_cycle,2840,2863,S(t),23,medium
phase_cycle,2899,2907,S(t),8,low
phase_cycle,2901,2909,S(t),8,low
phase_cycle,2940,2963,S(t),23,medium
phase_cycle,2999,3007,S(t),8,low
phase_cycle,3001,3009,S(t),8,low
phase_cycle,3040,3063,S(t),23,medium
phase_cycle,3099,3107,S(t),8,low
phase_cycle,3101,3109,S(t),8,low
phase_cycle,3140,3163,S(t),23,medium
phase_cycle,3199,3207,S(t),8,low
phase_cycle,3201,3209,S(t),8,low
phase_cycle,3240,3263,S(t),23,medium
phase_cycle,3299,3307,S(t),8,low
phase_cycle,3301,3309,S(t),8,low
phase_cycle,3340,3363,S(t),23,medium
phase_cycle,3399,3407,S(t),8,low
phase_cycle,3401,3409,S(t),8,low
phase_cycle,3440,3463,S(t),23,medium
phase_cycle,3499,3507,S(t),8,low
phase_cycle,3501,3509,S(t),8,low
phase_cycle,3540,3563,S(t),23,medium
phase_cycle,3599,3607,S(t),8,low
phase_cycle,3601,3609,S(t),8,low
phase_cycle,3640,3663,S(t),23,medium
phase_cycle,3699,3707,S(t),8,low
phase_cycle,3701,3709,S(t),8,low
phase_cycle,3740,3763,S(t),23,medium
phase_cycle,3799,3807,S(t),8,low
phase_cycle,3801,3809,S(t),8,low
phase_cycle,3840,3863,S(t),23,medium
phase_cycle,3899,3907,S(t),8,low
phase_cycle,3901,3909,S(t),8,low
phase_cycle,3940,3963,S(t),23,medium
phase_cycle,3999,4007,S(t),8,low
phase_cycle,4001,4009,S(t),8,low
phase_cycle,4040,4063,S(t),23,medium
phase_cycle,4099,4107,S(t),8,low
phase_cycle,4101,4109,S(t),8,low
phase_cycle,4140,4163,S(t),23,medium
phase_cycle,4199,4207,S(t),8,low
phase_cycle,4201,4209,S(t),8,low
phase_cycle,4240,4263,S(t),23,medium
phase_cycle,4299,4307,S(t),8,low
phase_cycle,4301,4309,S(t),8,low
