event_type,t_start,t_end,metric,value,severity
harmonic_emergence,890,983,S(t),1,low
harmonic_emergence,900,993,S(t),2,medium
harmonic_emergence,910,1003,S(t),1,low
harmonic_emergence,920,1013,S(t),1,low
harmonic_emergence,930,1023,S(t),1,low
harmonic_emergence,940,1033,S(t),2,medium
harmonic_emergence,980,1073,S(t),1,low
harmonic_emergence,990,1083,S(t),1,low
harmonic_emergence,1000,1093,S(t),2,medium
harmonic_emergence,1010,1103,S(t),1,low
harmonic_emergence,1020,1113,S(t),1,low
harmonic_emergence,1030,1123,S(t),1,low
harmonic_emergence,1040,1133,S(t),2,medium
harmonic_emergence,1080,1173,S(t),1,low
harmonic_emergence,1090,1183,S(t),1,low
harmonic_emergence,1100,1193,S(t),2,medium
harmonic_emergence,1110,1203,S(t),1,low
harmonic_emergence,1120,1213,S(t),1,low
harmonic_emergence,1130,1223,S(t),1,low
harmonic_emergence,1140,1233,S(t),2,medium
harmonic_emergence,1180,1273,S(t),1,low
harmonic_emergence,1190,1283,S(t),1,low
harmonic_emergence,1200,1293,S(t),2,medium
harmonic_emergence,1210,1303,S(t),1,low
harmonic_emergence,1220,1313,S(t),1,low
harmonic_emergence,1230,1323,S(t),1,low
harmonic_emergence,1240,1333,S(t),2,medium
harmonic_emergence,1280,1373,S(t),1,low
harmonic_emergence,1290,1383,S(t),1,low
harmonic_emergence,1300,1393,S(t),2,medium
harmonic_emergence,1310,1403,S(t),1,low
harmonic_emergence,1320,1413,S(t),1,low
harmonic_emergence,1330,1423,S(t),1,low
harmonic_emergence,1340,1433,S(t),2,medium
harmonic_emergence,1380,1473,S(t),1,low
harmonic_emergence,1390,1483,S(t),1,low
harmonic_emergence,1400,1493,S(t),2,medium
harmonic_emergence,1410,1503,S(t),1,low
harmonic_emergence,1420,1513,S(t),1,low
harmonic_emergence,1430,1523,S(t),1,low
harmonic_emergence,1440,1533,S(t),2,medium
harmonic_emergence,1480,1573,S(t),1,low
harmonic_emergence,1490,1583,S(t),1,low
harmonic_emergence,1500,1593,S(t),2,medium
harmonic_emergence,1510,1603,S(t),1,low
harmonic_emergence,1520,1613,S(t),1,low
harmonic_emergence,1530,1623,S(t),1,low
harmonic_emergence,1540,1633,S(t),2,medium
harmonic_emergence,1580,1673,S(t),1,low
harmonic_emergence,1590,1683,S(t),1,low
harmonic_emergence,1600,1693,S(t),2,medium
harmonic_emergence,1610,1703,S(t),1,low
harmonic_emergence,1620,1713,S(t),1,low
harmonic_emergence,1630,1723,S(t),1,low
harmonic_emergence,1640,1733,S(t),2,medium
harmonic_emergence,1680,1773,S(t),1,low
harmonic_emergence,1690,1783,S(t),1,low
harmonic_emergence,1700,1793,S(t),2,medium
harmonic_emergence,1710,1803,S(t),1,low
harmonic_emergence,1720,1813,S(t),1,low
harmonic_emergence,1730,1823,S(t),1,low
harmonic_emergence,1740,1833,S(t),2,medium
harmonic_emergence,1780,1873,S(t),1,low
harmonic_emergence,1790,1883,S(t),1,low
harmonic_emergence,1800,1893,S(t),2,medium
harmonic_emergence,1810,1903,S(t),1,low
harmonic_emergence,1820,1913,S(t),1,low
harmonic_emergence,1830,1923,S(t),1,low
harmonic_emergence,1840,1933,S(t),2,medium
harmonic_emergence,1880,1973,S(t),1,low
harmonic_emergence,1890,1983,S(t),1,low
harmonic_emergence,1900,1993,S(t),2,medium
harmonic_emergence,1910,2003,S(t),1,low
harmonic_emergence,1920,2013,S(t),1,low
harmonic_emergence,1930,2023,S(t),1,low
harmonic_emergence,1940,2033,S(t),2,medium
harmonic_emergence,1980,2073,S(t),1,low
harmonic_emergence,1990,2083,S(t),1,low
harmonic_emergence,2000,2093,S(t),2,medium
harmonic_emergence,2010,2103,S(t),1,low
harmonic_emergence,2020,2113,S(t),1,low
harmonic_emergence,2030,2123,S(t),1,low
harmonic_emergence,2040,2133,S(t),2,medium
harmonic_emergence,2080,2173,S(t),1,low
harmonic_emergence,2090,2183,S(t),1,low
harmonic_emergence,2100,2193,S(t),2,medium
harmonic_emergence,2110,2203,S(t),1,low
harmonic_emergence,2120,2213,S(t),1,low
harmonic_emergence,2130,2223,S(t),1,low
harmonic_emergence,2140,2233,S(t),2,medium
harmonic_emergence,2180,2273,S(t),1,low
harmonic_emergence,2190,2283,S(t),1,low
harmonic_emergence,2200,2293,S(t),2,medium
harmonic_emergence,2210,2303,S(t),1,low
harmonic_emergence,2220,2313,S(t),1,low
harmonic_emergence,2230,2323,S(t),1,low
harmonic_emergence,2240,2333,S(t),2,medium
harmonic_emergence,2280,2373,S(t),1,low
harmonic_emergence,2290,2383,S(t),1,low
harmonic_emergence,2300,2393,S(t),2,medium
harmonic_emergence,2310,2403,S(t),1,low
harmonic_emergence,2320,2413,S(t),1,low
harmonic_emergence,2330,2423,S(t),1,low
harmonic_emergence,2340,2433,S(t),2,medium
harmonic_emergence,2380,2473,S(t),1,low
harmonic_emergence,2390,2483,S(t),1,low
harmonic_emergence,2400,2493,S(t),2,medium
harmonic_emergence,2410,2503,S(t),1,low
harmonic_emergence,2420,2513,S(t),1,low
harmonic_emergence,2430,2523,S(t),1,low
harmonic_emergence,2440,2533,S(t),2,medium
harmonic_emergence,2480,2573,S(t),1,low
harmonic_emergence,2490,2583,S(t),1,low
harmonic_emergence,2500,2593,S(t),2,medium
harmonic_emergence,2510,2603,S(t),1,low
harmonic_emergence,2520,2613,S(t),1,low
harmonic_emergence,2530,2623,S(t),1,low
harmonic_emergence,2540,2633,S(t),2,medium
harmonic_emergence,2580,2673,S(t),1,low
harmonic_emergence,2590,2683,S(t),1,low
harmonic_emergence,2600,2693,S(t),2,medium
harmonic_emergence,2610,2703,S(t),1,low
harmonic_emergence,2620,2713,S(t),1,low
harmonic_emergence,2630,2723,S(t),1,low
harmonic_emergence,2640,2733,S(t),2,medium
harmonic_emergence,2680,2773,S(t),1,low
harmonic_emergence,2690,2783,S(t),1,low
harmonic_emergence,2700,2793,S(t),2,medium
harmonic_emergence,2710,2803,S(t),1,low
harmonic_emergence,2720,2813,S(t),1,low
harmonic_emergence,2730,2823,S(t),1,low
harmonic_emergence,2740,2833,S(t),2,medium
harmonic_emergence,2780,2873,S(t),1,low
harmonic_emergence,2790,2883,S(t),1,low
harmonic_emergence,2800,2893,S(t),2,medium
harmonic_emergence,2810,2903,S(t),1,low
harmonic_emergence,2820,2913,S(t),1,low
harmonic_emergence,2830,2923,S(t),1,low
harmonic_emergence,2840,2933,S(t),2,medium
harmonic_emergence,2880,2973,S(t),1,low
harmonic_emergence,2890,2983,S(t),1,low
harmonic_emergence,2900,2993,S(t),2,medium
phase_cycle,1,9,S(t),8,low
phase_cycle,40,63,S(t),23,medium
phase_cycle,99,107,S(t),8,low
phase_cycle,101,109,S(t),8,low
phase_cycle,140,163,S(t),23,medium
phase_cycle,199,207,S(t),8,low
phase_cycle,201,209,S(t),8,low
phase_cycle,240,263,S(t),23,medium
phase_cycle,299,307,S(t),8,low
phase_cycle,301,309,S(t),8,low
phase_cycle,340,363,S(t),23,medium
phase_cycle,399,407,S(t),8,low
phase_cycle,401,409,S(t),8,low
phase_cycle,440,463,S(t),23,medium
phase_cycle,499,507,S(t),8,low
phase_cycle,501,509,S(t),8,low
phase_cycle,540,563,S(t),23,medium
phase_cycle,599,607,S(t),8,low
phase_cycle,601,609,S(t),8,low
phase_cycle,640,663,S(t),23,medium
phase_cycle,699,707,S(t),8,low
phase_cycle,701,709,S(t),8,low
phase_cycle,740,763,S(t),23,medium
phase_cycle,799,807,S(t),8,low
phase_cycle,801,809,S(t),8,low
phase_cycle,840,863,S(t),23,medium
phase_cycle,899,907,S(t),8,low
phase_cycle,901,909,S(t),8,low
phase_cycle,940,963,S(t),23,medium
phase_cycle,999,1007,S(t),8,low
phase_cycle,1001,1009,S(t),8,low
phase_cycle,1040,1063,S(t),23,medium
phase_cycle,1099,1107,S(t),8,low
phase_cycle,1101,1109,S(t),8,low
phase_cycle,1140,1163,S(t),23,medium
phase_cycle,1199,1207,S(t),8,low
phase_cycle,1201,1209,S(t),8,low
phase_cycle,1240,1263,S(t),23,medium
phase_cycle,1299,1307,S(t),8,low
phase_cycle,1301,1309,S(t),8,low
phase_cycle,1340,1363,S(t),23,medium
phase_cycle,1399,1407,S(t),8,low
phase_cycle,1401,1409,S(t),8,low
phase_cycle,1440,1463,S(t),23,medium
phase_cycle,1499,1507,S(t),8,low
phase_cycle,1501,1509,S(t),8,low
phase_cycle,1540,1563,S(t),23,medium
phase_cycle,1599,1607,S(t),8,low
phase_cycle,1601,1609,S(t),8,low
phase_cycle,1640,1663,S(t),23,medium
phase_cycle,1699,1707,S(t),8,low
phase_cycle,1701,1709,S(t),8,low
phase_cycle,1740,1763,S(t),23,medium
phase_cycle,1799,1807,S(t),8,low
phase_cycle,1801,1809,S(t),8,low
phase_cycle,1840,1863,S(t),23,medium
phase_cycle,1899,1907,S(t),8,low
phase_cycle,1901,1909,S(t),8,low
phase_cycle,1940,1963,S(t),23,medium
phase_cycle,1999,2007,S(t),8,low
phase_cycle,2001,2009,S(t),8,low
phase_cycle,2040,2063,S(t),23,medium
phase_cycle,2099,2107,S(t),8,low
phase_cycle,2101,2109,S(t),8,low
phase_cycle,2140,2163,S(t),23,medium
phase_cycle,2199,2207,S(t),8,low
phase_cycle,2201,2209,S(t),8,low
phase_cycle,2240,2263,S(t),23,medium
phase_cycle,2299,2307,S(t),8,low
phase_cycle,2301,2309,S(t),8,low
phase_cycle,2340,2363,S(t),23,medium
phase_cycle,2399,2407,S(t),8,low
phase_cycle,2401,2409,S(t),8,low
phase_cycle,2440,2463,S(t),23,medium
phase_cycle,2499,2507,S(t),8,low
phase_cycle,2501,2509,S(t),8,low
phase_cycle,2540,2563,S(t),23,medium
phase_cycle,2599,2607,S(t),8,low
phase_cycle,2601,2609,S(t),8,low
phase_cycle,2640,2663,S(t),23,medium
phase_cycle,2699,2707,S(t),8,low
phase_cycle,2701,2709,S(t),8,low
phase_cycle,2740,2763,S(t),23,medium
phase_cycle,2799,2807,S(t),8,low
phase_cycle,2801,2809,S(t),8,low
phase_cycle,2840,2863,S(t),23,medium
phase_cycle,2899,2907,S(t),8,low
phase_cycle,2901,2909,S(t),8,low
phase_cycle,2940,2963,S(t),23,medium
